YEAR,MONTH,BAND,ALBUM,GENRE,RATING,BEST SONG,
2017,JULY,Arcade Fire,Everything Now,Indie Rock,7,"""Put Your Money on Me""",
2017,JULY,Avey Tare,Eucalyptus,Indie Rock,4,,
2017,JULY,Broken Social Scene,Hug of Thunder,Indie Rock,9,"""Mouth Guards of the Apocalypse""",
2017,JULY,HAIM,Something to Tell You,Indie Pop,8,"""You Never Knew""",
2017,JULY,Lana del Rey,Lust For Life,Indie Pop,8,"""Change""",
2017,JULY,Manchester Orchestra,A Black Mile to the Surface,Indie Rock,6,"""The Gold""",
2017,JULY,Nine Inch Nails,Add Violence EP,Rock,5,,
2017,JULY,Shabazz Palaces,Quazarz: Born on a Gangster Star,Rap,4,“Shine a Light (feat. Thaddillac)”,
2017,JULY,Shabazz Palaces,Quazarz Vs. The Jealous Machines,Rap,3,,
2017,JULY,Sheer Mag,Need to Feel Your Love,Punk,6,,
2017,JULY,Toro Y Moi,Boo Boo,Electronic,7,"""Girl Like You""",
2017,JULY,"Tyler, the Creator",Flower Boy,Rap,5,"""Boredom""",
2017,JULY,Vic Mensa,The Autobiography,Rap,6,"""Homewrecker (feat. Weezer)""",
2017,JULY,Waxahatchee,Out In the Storm,Indie Rock,7,"""Silver""",
,,,,,,,
2017,AUGUST,Alice Glass,Alice Glass EP,Electro Pop,4,,
2017,AUGUST,Brand New,Science Fiction,Rock,9,"""Can't Get It Out""",
2017,AUGUST,BROCKHAMPTON,SATURATION II,Rap,,,
2017,AUGUST,EMA,Exile in the Outer Ring,Indie Rock,5,"""7 Years""",
2017,AUGUST,Frankie Rose,Cage Tropical,Indie Rock,6,,
2017,AUGUST,Grizzly Bear,Painted Ruins,Indie Rock,7,"""Aquarian""",
2017,AUGUST,Joseph Shabason,Aytche,Jazz,7,"""Aytche""",
2017,AUGUST,Lil B,Black Ken,Rap,4,,
2017,AUGUST,Photay,Onism,Electronic,8,"""Outré Lux (feat. Madison McFerrin)""",
2017,AUGUST,Samantha Urbani,Policies of Power EP,Indie Pop,8,"""U Know I Know""",
2017,AUGUST,The War On Drugs,A Deeper Understanding,Indie Rock,9,"""Thinking Of A Place""",
,,,,,,,
2017,SEPTEMBER,Alex Cameron,Forced Witness,Indie Rock,9,"""Stranger's Kiss (Duet with Angel Olsen)""",
2017,SEPTEMBER,Ariel Pink,Dedicated to Bobby Jameson,Indie Rock,5,,
2017,SEPTEMBER,Alvvays,Antisocialites,Indie Pop,7,"""Dreams Tonite""",
2017,SEPTEMBER,Ben Frost,The Center Cannot Hold,Electronic,6,,
2017,SEPTEMBER,Chelsea Wolfe,Hiss Spun,Neofolk,,,
2017,SEPTEMBER,Cut Copy,Haiku From Zero,Electronic,6,,
2017,SEPTEMBER,Foo Fighters,Concrete and Gold,Rock,,,
2017,SEPTEMBER,Four Tet,New Energy,Electronic,9,"""Scientists""",
2017,SEPTEMBER,Godspeed! You Black Emperor,Luciferian Towers,Post Rock,8,"""Anthem For No State""",
2017,SEPTEMBER,Hercules & Love Affair,Omnion,Electronic,7,"""Are You Still Certain? (feat. Mashrou' Leila)""",
2017,SEPTEMBER,The Horrors,V,Indie Rock,,,
2017,SEPTEMBER,Hundred Waters,Communicating,Synthpop,7,"""Fingers""",
2017,SEPTEMBER,Ibeyi,Ash,R&B,8,"""Deathless (feat.  Kamasi Washington)""",
2017,SEPTEMBER,Iglooghost,Ne? Wax Bloom,Electronic,,,
2017,SEPTEMBER,Kamasi Washington,Harmony of Difference EP,Jazz,8,"""Perspective""",
2017,SEPTEMBER,The Killers,Wonderful Wonderful,Indie Rock,6,"""Some Kind of Love""",
2017,SEPTEMBER,LCD Soundsystem,American Dream,Indie Rock,8,"""call the police""",
2017,SEPTEMBER,Mogwai,Every Country's Sun,Post Rock,8,"""Don't Believe the Fife""",
2017,SEPTEMBER,Moses Sumney,Aromanticism,R&B,8,"""Doomed""",
2017,SEPTEMBER,Mount Kimbie,Love What Survives,Electronic,7,"""How We Got By""",
2017,SEPTEMBER,The National,Sleep Well Beast,Indie Rock,8,"""The System Only Dreams In Total Darkness""",
2017,SEPTEMBER,Nosaj Thing,Parallels,Electronic,6,"""Way We Were""",
2017,SEPTEMBER,The Pains of Being Pure at Heart,The Echo of Pleasure,Indie Rock,6,,
2017,SEPTEMBER,Phoebe Bridgers,Stranger in the Alps,Indie Folk,,,
2017,SEPTEMBER,Protomartyr,Relatives in Descent,Punk,,,
2017,SEPTEMBER,Rostam,Half-Light,Indie Rock,7,"""Hold You (feat. Angel Deradoorian)""",
2017,SEPTEMBER,Susanne Sundfør,Music For People In Trouble,Synthpop,9,"""Undercover""",
2017,SEPTEMBER,Torres,Three Futures,Indie Rock,8,"""Skim""",
2017,SEPTEMBER,Various Artists,Twin Peaks (Limited Event Series Soundtrack),OST,7,"""Twin Peaks Theme""",
2017,SEPTEMBER,Various Artists,Twin Peaks (Music from the Limited Event Series),OST,8,"""No Stars""",
2017,SEPTEMBER,The World Is A Beautiful Place & I Am No Longer Afraid To Die,Always Foreign,Indie Rock,,,
2017,SEPTEMBER,Yves Tumor,Experiencing The Deposit Of Faith,Experimental,7,"""AfricaAshes""",
2017,SEPTEMBER,Zola Jesus,Okovi,Electro Pop,8,"""Siphon""",
,,,,,,,
2017,OCTOBER,Beck,Colors,Indie Rock,7,"""Wow""",
2017,OCTOBER,Courtney Barnett & Kurt Vile,Lotta Sea Lice,Indie Rock,7,"""Over Everything""",
2017,OCTOBER,Cults,Offering,Indie Pop,7,"""Offering""",
2017,OCTOBER,Daphni,Joli Mai,Electronic,6,"""Carry On""",
2017,OCTOBER,Destroyer,ken,Indie Rock,8,"""Saw You at the Hospital""",
2017,OCTOBER,dvsn,Morning After,R&B,7,"""Mood""",
2017,OCTOBER,Fever Ray,Plunge,Electronic,6,,
2017,OCTOBER,Jessie Ware,Glasshouse,Indie Pop,9,"""Last Of The True Believers""",
2017,OCTOBER,John Maus,Screen Memories,Ambient,4,,
2017,OCTOBER,Julien Baker,Turn Out the Lights,Indie Folk,8,"""Turn Out the Lights""",
2017,OCTOBER,Kelela,Take Me Apart,R&B,7,"""Frontline""",
2017,OCTOBER,King Krule,The Ooz,Indie Rock,6,"""Dum Surfer""",
2017,OCTOBER,Lindstrøm,It’s Alright Between Us As It Is,Electronic,7,"""Drift""",
2017,OCTOBER,Rina Sawayama,Rina EP,Indie Pop,8,"""Cyber Stockholm Syndrome""",
2017,OCTOBER,St. Vincent,MASSEDUCTION,Indie Rock,7,"""New York""",
2017,OCTOBER,Weezer,Pacific Daydream,Indie Rock,7,"""Any Friend of Diane's""",
2017,OCTOBER,Wild Beasts,Punk Drunk and Trembling EP,Indie Rock,5,,
,,,,,,,
2017,NOVEMBER,Angel Olsen,Phases,Indie Folk,6,,
2017,NOVEMBER,Baths,Romaplasm,Electronic,7,"""Yeoman""",
2017,NOVEMBER,Bibio,Phantom Brickworks,Ambient,7,"""Phantom Brickworks II""",
2017,NOVEMBER,Björk,Utopia,Art Pop,8,"""Saint""",
2017,NOVEMBER,Charlotte Gainsbourg,Rest,Indie Pop,7,"""Rest""",
2017,NOVEMBER,Converge,The Dusk In Us,Metal,,,
2017,NOVEMBER,Gun Outfit,Out of Range,Indie Rock,,,
2017,NOVEMBER,Morrissey,Low In High School,Indie Rock,,,
2017,NOVEMBER,Sam Smith,The Thrill of It All,Pop,7,"""Too Good At Goodbyes""",
2017,NOVEMBER,Sleigh Bells,Kid Kruschev,Noise Pop,5,,
2017,NOVEMBER,Sufjan Stevens,"The Greatest Gift Mixtape - Outtakes, Remixes & Demos from Carrie & Lowell",Indie Folk,8,"""City of Roses""",
2017,NOVEMBER,Tennis,We Can Die Happy EP,Indie Pop,6,"""No Exit""",
2017,NOVEMBER,Vulfpeck,Mr. Finish Line,Funk,7,"""Birds of a Feather, We Rock Together (feat. Antwaun Stanley)""",
2017,NOVEMBER,Yaeji,Yaeji EP2,Electronic,6,"""passionfruit""",
,,,,,,,
2017,DECEMBER,BROCKHAMPTON,SATURATION III,Rap,,,
2017,DECEMBER,Charli XCX,Pop 2,Electro Pop,6,"""Out of My Head (feat. Tove Lo and ALMA)""",
2017,DECEMBER,Francis and the Lights,Just For Us,Indie Pop,6,"""Just For Us""",
2017,DECEMBER,Miguel,War & Leisure,R&B,8,"""Banana Clip""",
2017,DECEMBER,Prurient,Rainbow Mirror,Noise,,,
2017,DECEMBER,Visible Cloaks,Lex EP,Electronic,7,"""World""",
,,,,,,,
2018,JANUARY,cupcakKe,Ephorize,Rap,,,
2018,JANUARY,First Aid Kit,Ruins,Indie Folk,,,
2018,JANUARY,Jeff Rosenstock,POST-,Indie Rock,9,"""9/10""",
2018,JANUARY,Johnny Jewel,Digital Rain,Synthpop,7,,
2018,JANUARY,Migos,Culture II,Rap,,,
2018,JANUARY,Nils Frahm,All Melody,Ambient,7,"""#2""",
2018,JANUARY,Panda Bear,A Day With the Homies EP,Psychedelic Pop,4,,
2018,JANUARY,Pendant,Make Me Know You Sweet,Ambient,5,,
2018,JANUARY,Porches,The House,Electro Pop,7,"""Now the Water""",
2018,JANUARY,tUnE-yArDs,I Can Feel You Creep Into My Private Life,Indie Rock,,,
,,,,,,,
2018,FEBRUARY,A.A.L (Against All Logic),2012-2017,Electronic,9,"""I Never Dream""",
2018,FEBRUARY,Car Seat Headrest,Twin Fantasy,Indie Rock,9,"""Sober to Death""",
2018,FEBRUARY,Ezra Furman,Transangelic Exodus,Indie Rock,,,
2018,FEBRUARY,Justin Timberlake,Man of the Woods,Pop,4,,
2018,FEBRUARY,MGMT,Little Dark Age,Indie Rock,7,"""Me and Michael""",
2018,FEBRUARY,Ought,Room Inside the World,Indie Rock,,,
2018,FEBRUARY,Rhye,Blood,R&B,6,"""Blood Knows""",
2018,FEBRUARY,S. Carey,Hundred Acres,Indie Folk,7,"""More I See""",
2018,FEBRUARY,SOB X RBE,Gangin,Rap,6,"""Anti Social""",
2018,FEBRUARY,Son Lux,Brighter Wounds,Indie Rock,8,"""Labor""",
2018,FEBRUARY,U.S. Girls,In A Poem Unlimited,Indie Pop,6,,
,,,,,,,
2018,MARCH,Amen Dunes,Freedom,Indie Rock,7,"""Blue Rose""",
2018,MARCH,David Byrne,American Utopia,Art Pop,,,
2018,MARCH,Frankie Cosmos,Vessel,Indie Pop,,,
2018,MARCH,Jack White,Boarding House Reach,Rock,,,
2018,MARCH,Kacey Musgraves,Golden Hour,Country,9,"""Lonely Weekend""",
2018,MARCH,Lucy Dacus,Historian,Indie Rock,,,
2018,MARCH,The Men,Drift,Rock,6,"""So High""",
2018,MARCH,Mount Eerie,Now Only,Lo-Fi,,,
2018,MARCH,Of Montreal,White Is Relic/Irrealis Mood,Indie Rock,,,
2018,MARCH,Preoccupations,New Material,Indie Rock,,,
2018,MARCH,Soccer Mommy,Clean,Indie Pop,7,"""Still Clean""",
2018,MARCH,Titus Andronicus,A Productive Cough,Indie Rock,6,"""(I'm) Like a Rolling Stone""",
2018,MARCH,The Weeknd,My Dear Melancholy EP,R&B,6,"""Wasted Times""",
2018,MARCH,Yo La Tengo,There's a Riot Going On,Indie Rock,7,"""For You Too""",
,,,,,,,
2018,APRIL,The Amazing,In Transit,Indie Rock,,,
2018,APRIL,Cardi B,Invasion of Privacy,Rap,6,"""Thru Your Phone""",
2018,APRIL,Grouper,Grid of Points,Ambient,,,
2018,APRIL,Hop Along,"Bark Your Head Off, Dog",Indie Folk,,,
2018,APRIL,Jean Grae / Quelle Chris,Everything's Fine,Rap,,,
2018,APRIL,Janelle Monáe,Dirty Computer,R&B,9,"""Pynk (feat. Grimes)""",
2018,APRIL,John Maus,Addendum,Ambient,,,
2018,APRIL,Kali Uchis,Isolation,R&B,6,"""In My Dreams""",
2018,APRIL,Mouse on Mars,Dimensional People,Electronic,5,"""Dimensional People Part III""",
2018,APRIL,Paul White,Rejuvenate,Electronic,,,
2018,APRIL,Ricky Eat Acid,"am i happy, singing_",Electronic,,,
2018,APRIL,Saba,CARE FOR ME,Rap,,,
2018,APRIL,Sleep,The Sciences,Metal,,,
2018,APRIL,Speedy Ortiz,Twerp Verse,Indie Rock,,,
2018,APRIL,Tinashe,Joyride,R&B,,,
2018,APRIL,Twin Shadow,Caer,Indie Rock,,,
2018,APRIL,Unknown Mortal Orchestra,Sex & Food,Indie Rock,,,
,,,,,,,
2018,MAY,A$AP Rocky,Testing,Rap,7,"""A$AP Forever (feat. Moby, T.I. & Kid Cudi)""",
2018,MAY,Arctic Monkeys,Tranquility Base Hotel & Casino,Indie Rock,7,"""Four Out Of Five""",
2018,MAY,Beach House,7,Dream Pop,,,
2018,MAY,CHVRCHES,Love Is Dead,Electro Pop,7,"""Really Gone""",
2018,MAY,Courtney Barnett,Tell Me How You Really Feel,Indie Rock,5,"""Need a Little Time""",
2018,MAY,DJ Koze,Knock Knock,Electronic,9,"""Bonfire""",
2018,MAY,Eleanor Friedberger,Rebound,Indie Pop,,,
2018,MAY,GAS,Rausch,Electronic,,,
2018,MAY,Iceage,Beyondless,Garage Rock,,,
2018,MAY,Jenny Hval,The Long Sleep EP,Art Pop,,,
2018,MAY,Johnny Jewel,Themes For Television,Synthpop,7,"""Shadow (Opening Titles)""",
2018,MAY,Jon Hopkins,Singularity,Electronic,9,"""C O S M""",
2018,MAY,Parquet Courts,Wide Awake!,Indie Rock,,,
2018,MAY,Playboi Carti,Die Lit,Rap,,,
2018,MAY,Pusha T,DAYTONA,Rap,8,"""Come Back Baby""",
2018,MAY,Skee Mask,Compro,Electronic,7,"""50 Euro to Break Boost""",
,,,,,,,
2018,JUNE,Beyoncé & JAY-Z,EVERYTHING IS LOVE,Rap,6,"""SUMMER""",
2018,JUNE,Chromeo,Head Over Heels,Electro Pop,,,
2018,JUNE,Death Grips,Year of the Snitch,Rap,,,
2018,JUNE,Drake,Scorpion,Rap,6,"""Nice For What""",
2018,JUNE,Father John Misty,God's Favorite Customer,Indie Rock,7,"""The Songwriter""",
2018,JUNE,Florence + The Machine,High as Hope,Pop,,,
2018,JUNE,Gang Gang Dance,Kazuashita,Electronic,8,"""J-TREE""",
2018,JUNE,Gorillaz,The Now Now,Indie Rock,,,
2018,JUNE,Jay Rock,Redemption,Rap,,,
2018,JUNE,Jim James,Uniform Distortion,Indie Folk,,,
2018,JUNE,Kamasi Washington,Heaven and Earth,Jazz,,,
2018,JUNE,Kanye West,ye,Rap,9,"""No Mistakes""",
2018,JUNE,Kids See Ghosts,Kids See Ghosts,Rap,,,
2018,JUNE,Let's Eat Grandma,I'm All Ears,Art Pop,8,"""Donnie Darko""",
2018,JUNE,Lykke Li,so sad so sexy,Indie Pop,8,"""jaguars in the air""",
2018,JUNE,Mazzy Star,Still EP,Indie Folk,,,
2018,JUNE,Melody's Echo Chamber,Bon Voyage,Indie Pop,6,,
2018,JUNE,Nas,Nasir,Rap,4,,
2018,JUNE,Natalie Prass,The Future and the Past,Indie Folk,7,"""The Fire""",
2018,JUNE,Neko Case,Hell-On,Indie Rock,,,
2018,JUNE,Oneohtrix Point Never,Age Of,Electronic,7,"""Still Stuff That Doesn't Happen""",
2018,JUNE,serpentwithfeet,soil,R&B,,,
2018,JUNE,Snail Mail,Lush,Indie Rock,8,"""Pristine""",
2018,JUNE,SOPHIE,Oil of Every Pearl's Un-Insides,Electronic,6,"""It's Okay to Cry""",
2018,JUNE,Teyana Taylor,K.T.S.E.,R&B,8,"""Never Would Have Made It""",
2018,JUNE,Tierra Whack,Whack World,Rap,9,"""Black Nails""",
,,,,,,,
2018,JULY,Deafheaven,Ordinary Corrupt Human Love,Metal,9,"""You Without End""",
2018,JULY,Dirty Projectors,Lamp Lit Prose,Indie Rock,7,"""Break-Thru""",
2018,JULY,The Internet,Hive Mind,R&B,6,"""Stay the Night""",
2018,JULY,Laurel Halo,Raw Silk Uncut Wood,Electronic,5,,
,,,,,,,
2018,AUGUST,Animal Collective,Tangerine Reef,Psychedelic Pop,,,
2018,AUGUST,Big Red Machine,Big Red Machine,Indie Folk,9,"""OMDB""",
2018,AUGUST,Blood Orange,Negro Swan,R&B,,,
2018,AUGUST,Devon Welsh,Dream Songs,Chamber Pop,,,
2018,AUGUST,Mitski,Be the Cowboy,Indie Pop,8,"""Nobody""",
2018,AUGUST,Tirzah,Devotion,Indie Pop,,,
2018,AUGUST,Trevor Powers,Mulberry Violence,Dream Pop,,,
2018,AUGUST,Wild Nothing,Indigo,Dream Pop,,,
,,,,,,,
2018,SEPTEMBER,Aphex Twin,Collapse EP,Electronic,6,,
2018,SEPTEMBER,BROCKHAMPTON,Iridiscence,Rap,,,
2018,SEPTEMBER,Christine and the Queens,Chris,Pop,8,"""The Walker""",
2018,SEPTEMBER,The Field,Infinite Moment,Electronic,8,"""Made Of Steel. Made Of Stone""",
2018,SEPTEMBER,Joey Purp,QUATERTHING,Rap,,,
2018,SEPTEMBER,Low,Double Negative,Rock,9,"""Tempest""",
2018,SEPTEMBER,Marissa Nadler,For My Crimes,Indie Folk,,,
2018,SEPTEMBER,Mutual Benefit,Thunder Follows the Light,Indie Folk,,,
2018,SEPTEMBER,Noname,Room 25,Rap,,,
2018,SEPTEMBER,Ryan Hemsworth,Elsewhere,Electronic,,,
2018,SEPTEMBER,Spiritualized,And Nothing Hurt,Indie Rock,7,"""A Perfect Miracle""",
2018,SEPTEMBER,Suede,The Blue Hour,Indie Rock,,,
2018,SEPTEMBER,Tim Hecker,Konoyo,Ambient,,,
2018,SEPTEMBER,Yves Tumor,Safe In the Hands of Love,Experimental,8,"""Licking An Orchid""",
,,,,,,,
2018,OCTUBRE,Adrianne Lenker,Indie Rock,Indie Rock,6,"""abyss kiss""",
2018,OCTUBRE,Allie X,Super Sunset,Electro Pop,,,
2018,OCTUBRE,Cat Power,Wanderer,Indie Pop,7,"""Woman (feat. Lana Del Rey)""",
2018,OCTUBRE,Cloud Nothings,Last Building Burning,Indie Rock,8,"""The Echo Of The World""",
2018,OCTUBRE,Empress Of,Us,Indie Pop,,,
2018,OCTUBRE,How To Dress Well,The Anteroom,Electro Pop,,,
2018,OCTUBRE,Julia Holter,Aviary,Art Pop,,,
2018,OCTUBRE,Kurt Vile,Bottle It In,Indie Rock,6,"""Loading Zones""",
2018,OCTUBRE,Matthew Dear,Bunny,Electronic,,,
2018,OCTUBRE,Phosphorescent,C'est La Vie,Indie Folk,7,"""Christmas Down Under""",
2018,OCTUBRE,Robyn,Honey,Electro Pop,,,
2018,OCTUBRE,Sheck Wes,MUDBOY,Rap,,,
2018,OCTUBRE,St. Vincent,MassEducation,Indie Rock,7,"""New York""",
,,,,,,,
2018,NOVEMBER,The 1975,A Brief Inquiry Into Online Relationships,Indie Rock,9,"""Love It If We Made It""",
2018,NOVEMBER,Anderson .Paak,Oxnard,Rap,,,
2018,NOVEMBER,boygenius,boygenius EP,Indie Folk,9,"""Ketchum, ID""",
2018,NOVEMBER,Earl Sweatshirt,Some Rap Songs,Rap,4,,
2018,NOVEMBER,J Mascis,Elastic Days,Indie Rock,,,
2018,NOVEMBER,JEFF TWEEDY,WARM,Indie Rock,,,
2018,NOVEMBER,Oneohtrix Point Never,Love in the Time of Lexapro EP,Electronic,6,"""Babylon""",
2018,NOVEMBER,Rosalía,El Mal Querer,Flamenco,9,"""PIENSO EN TU MIRÁ""",
2018,NOVEMBER,Sun Kil Moon,This Is My Dinner,Indie Folk,,,
2018,NOVEMBER,Vince Staples,FM!,Rap,,,
,,,,,,,
2019,JANUARY,Better Oblivion Community Center,Better Oblivion Community Center,Indie Rock,8,"""Sleepwalkin'""",
2019,JANUARY,Dawn Richard,new breed,R&B,6,"""jealousy""",
2019,JANUARY,Deerhunter,Why Hasn’t Everything Already Disappeared?,Indie Rock,5,,
2019,JANUARY,James Blake,Assume Form,Post Dubstep,8,"""Barefoot In The Park""",
2019,JANUARY,LUH,Love Hates What You Become,Indie Rock,7,"""Love Hates What You Become""",
2019,JANUARY,Sharon Van Etten,Remind Me Tomorrow,Indie Folk,8,"""Seventeen""",
2019,JANUARY,Toro Y Moi,Outer Peace,Electronic,7,"""Fading""",
,,,,,,,
2019,FEBRUARY,Beirut,Gallipoli,Indie Folk,5,,
2019,FEBRUARY,Broken Social Scene,Let´s Try the After - Vol. 1,Indie Rock,7,"""1972""",
2019,FEBRUARY,Cass McCombs,Tip of the Sphere,Indie Folk,6,,
2019,FEBRUARY,Default Genders,Main Pop Girl 2019,Electronic,7,"""secret garden .NUXX""",
2019,FEBRUARY,Desperate Journalist,In Search of the Miraculous,Indie Rock,7,"""Cedars""",
2019,FEBRUARY,Jessica Pratt,Quiet Signs,Indie Folk,5,,
2019,FEBRUARY,Julia Jacklin,Crushing,Indie Folk,8,"""Head Alone""",
2019,FEBRUARY,Nivhek,fter its own death / Walking in a spiral towards the house,Ambient,6,,
2019,FEBRUARY,Panda Bear,Buoys,Psychedelic Pop,6,,
2019,FEBRUARY,Xiu Xiu,Girl With Basket of Fruit,Art Rock,2,,
,,,,,,,
2019,MARCH,American Football,American Football (LP3),Indie Rock,7,"""Every Wave to Ever Rise (feat. Elizabeth Powell)""",
2019,MARCH,Andrew Bird,My Finest Work Yet,Indie Folk,,,
2019,MARCH,Avey Tare,Cown on Hourglass Pond,Indie Rock,,,
2019,MARCH,Chai,PUNK,Indie Rock,,,
2019,MARCH,The Cinematic Orchestra,To Believe,Ambient,,,
2019,MARCH,Fennesz,Agora,Electronic,,,
2019,MARCH,Foals,Everything Not Saved Will Be Lost - Part 1,Indie Rock,,,
2019,MARCH,Flume,Hi This Is Flume,Electronic,7,"""Jewel""",
2019,MARCH,Helado Negro,This Is How You Smile,Electronic,7,"""Running""",
2019,MARCH,The Japanese House,Good at Falling,Indie Pop,9,"""Maybe You're the Reason""",
2019,MARCH,Jenny Lewis,On the Line,Indie Pop,8,"""Red Bull & Hennessy""",
2019,MARCH,Lambchop,This (is what I wanted to tell you),Indie Rock,,,
2019,MARCH,Little Simz,GREY Area,Rap,,,
2019,MARCH,Nilüfer Yanya,Miss Universe,Indie Pop,9,"""Heavyweight Champion of the Year""",
2019,MARCH,RAP,EXPORT,Electronic,8,"""Young Persuasion""",
2019,MARCH,Solange,When I Get Home,R&B,6,"""Stay Flo""",
2019,MARCH,These New Puritans,Inside the Rose,Art Rock,6,"""Six""",
,,,,,,,
2019,APRIL,Anderson .Paak,Ventura,Rap,,,
2019,APRIL,Broken Social Scene,Let´s Try the After - Vol. 2,Indie Rock,,,
2019,APRIL,Bruce Hornsby,Absolute Zero,Indie Folk,,,
2019,APRIL,The Flaming Lips,King´s Mouth,Indie Rock,,,
2019,APRIL,Fontaines D.C.,Dogrel,Rock,,,
2019,APRIL,Foxygen,Seeing Other People,Indie Rock,,,
2019,APRIL,Kevin Morby,Oh My God,Indie Rock,,,
2019,APRIL,Local Natives,Violet Street,Indie Rock,,,
2019,APRIL,The Mountain Goats,In League With Dragons,Indie Rock,,,
2019,APRIL,Schoolboy Q,CrasH Talk,Rap,,,
2019,APRIL,Sunn O))),Life Metal,Metal,3,,
2019,APRIL,Weyes Blood,Titanic Rising,Indie Folk,9,"""Movies""",
,,,,,,,
2019,MAY,Big Thief,U.F.O.F.,Indie Rock,,,
2019,MAY,Cate Le Bon,Reward,Indie Folk,,,
2019,MAY,Flying Lotus,Flamagra,Electronic,,,
2019,MAY,Hayden Thorpe,Diviner,Indie Rock,,,
2019,MAY,Holly Herndon,PROTO,Electronic,,,
2019,MAY,Jamila Woods,LEGACY! LEGACY!,R&B,,,
2019,MAY,Mac DeMarco,Indie Rock,Indie Rock,,,
2019,MAY,The National,I Am Easy to Find,Indie Rock,,,
2019,MAY,Rhye,Spirit,R&B,,,
2019,MAY,Slowthai,Nothing Great About Britain,Rap,,,
2019,MAY,Tim Hecker,Anoyo,Electronic,,,
2019,MAY,"Tyler, the Creator",IGOR,Rap,,,
2019,MAY,Vampire Weekend,Father of the Bride,Indie Rock,,,
,,,,,,,
2019,JUNE,Baroness,Gold & Grey,Metal,,,
2019,JUNE,Bill Callahan,Shepher In a Sheepskin Vest,Indie Folk,,,
2019,JUNE,Black Midi,Schlagenheim,Indie Rock,,,
2019,JUNE,Bruce Springsteen,Western Stars,Rock,,,
2019,JUNE,Denzel Curry,ZUU,Rap,,,
2019,JUNE,Hatchie,Keepsake,Indie Pop,,,
2019,JUNE,Hot Chip,A Bath Full of Ecstasy,Electronic,,,
2019,JUNE,Leif,Loom Dream,Electronic,,,
2019,JUNE,Mannequin Pussy,Patience,Rock,,,
2019,JUNE,Mark Ronson,Late Night Feelings,Pop,,,
2019,JUNE,MIKE,Tears of Joy,Rap,,,
2019,JUNE,Polo G,Die A Legend,Rap,,,
2019,JUNE,Thom Yorke,Anima,Indie Rock,,,
2019,JUNE,Titus Andronicus,An Obelisk,Indie Rock,,,
,,,,,,,
2019,JULY,Blood Orange,Angel´s Pulse,R&B,,,
2019,JULY,Change the Rapper,The Big Day,Rap,,,
2019,JULY,Clark,Kiri Variations,Electronic,,,
2019,JULY,Florist,Emily Alone,Indie Folk,,,
2019,JULY,Jefre-Cantu Ledesma,Tracing Back the Radiance,Electronic,,,
2019,JULY,Maxo Kream,Brandon Banks,Rap,,,
2019,JULY,Moodymann,Sinner,Electronic,,,
2019,JULY,Purple Mountains,Purple Mountains,Indie Rock,,,
2019,JULY,Tycho,Weather,Electronic,,,
,,,,,,,
2019,AUGUST,Blanck Mass,Animated Violence Mild,Electronic,,,
2019,AUGUST,Bon Iver,"i,i",Indie Folk,,,
2019,AUGUST,BROCKHAMPTON,GINGER,Rap,,,
2019,AUGUST,Burna Boy,African Giant,Rap,,,
2019,AUGUST,Clairo,IMMUNITY,Indie Pop,,,
2019,AUGUST,Drake,Care Package,Rap,,,
2019,AUGUST,Jay Som,Anak Ko,Indie Rock,,,
2019,AUGUST,Lana del Rey,Norman Fucking Rockwell,Indie Pop,,,
2019,AUGUST,Oso Oso,Basking in the Glow,Indie Rock,,,
2019,AUGUST,Sheer Mag,A Distant Call,Rock,,,
2019,AUGUST,Shura,forevher,Synthpop,,,
2019,AUGUST,Sleater-Kinney,The Center Won´t Hold,Indie Rock,,,
2019,AUGUST,Whitney,Forever Turned Around,Indie Rock,,,
2019,AUGUST,Young Thug,So Much Fun,Rap,,,
,,,,,,,
2019,SEPTEMBER,Alex Cameron,Miami Memory,Indie Rock,,,
2019,SEPTEMBER,(Sandy) Alex G,House of Sugar,Indie Rock,,,
2019,SEPTEMBER,Bat For Lashes,Lost Girls,Indie Pop,,,
2019,SEPTEMBER,Brittany Howard,Jaime,Indie Rock,,,
2019,SEPTEMBER,Charli XCX,Charli,Electro Pop,,,
2019,SEPTEMBER,Chelsea Wolfe,Birth of Violence,Neofolk,,,
2019,SEPTEMBER,Dean Blunt,ZUSHI,Electronic,,,
2019,SEPTEMBER,Frankie Cosmos,Close It Quietly,Indie Pop,,,
2019,SEPTEMBER,Lower Dens,The Competition,Indie Rock,,,
2019,SEPTEMBER,M83,DSVII,Electronic,,,
2019,SEPTEMBER,Metronomy,Metronomy Forever,Electronic,,,
2019,SEPTEMBER,The New Pornographers,In the Morse Code of Brake Lights,Indie Rock,,,
2019,SEPTEMBER,Pixies,Beneath the Eyrie,Indie Rock,,,
2019,SEPTEMBER,Tegan and Sara,"Hey, I'm Just Like You",Indie Pop,,,
,,,,,,,
2019,OCTOBER,Angel Olsen,All Mirrors,Indie Folk,,,
2019,OCTOBER,Anna Meredith,FIBS,Electronic,,,
2019,OCTOBER,Big Thief,Two Hands,Indie Rock,,,
2019,OCTOBER,Caroline Polachek,PANG,Electro Pop,,,
2019,OCTOBER,Chromatics,Closer To Grey,Synthpop,,,
2019,OCTOBER,Cigarettes After Sex,Cry,Dream Pop,,,
2019,OCTOBER,Danny Brown,uknowwhatimsayin¿,Rap,,,
